"timeStamp","glucoseValue"
"2016:06:05:08:25",0
"2016:06:05:08:28",0
"2016:06:05:08:31",0
"2016:06:05:08:34",0
"2016:06:05:08:37",0
"2016:06:05:08:40",0
"2016:06:05:08:43",0
"2016:06:05:08:46",0
"2016:06:05:08:49",0
"2016:06:05:08:52",0
"2016:06:05:08:55",0
"2016:06:05:08:58",0
"2016:06:05:09:01",0
"2016:06:05:09:04",0
"2016:06:05:09:07",0
"2016:06:05:09:10",0
"2016:06:05:09:13",0
"2016:06:05:09:16",0
"2016:06:05:09:19",0
"2016:06:05:09:22",0
"2016:06:05:09:25",0
"2016:06:05:09:28",0
"2016:06:05:09:31",0
"2016:06:05:09:34",0
"2016:06:05:09:37",0
"2016:06:05:09:40",0
"2016:06:05:09:43",0
"2016:06:05:09:46",0
"2016:06:05:09:49",0
"2016:06:05:09:52",0
"2016:06:05:09:55",0
"2016:06:05:09:58",0
"2016:06:05:10:01",0
"2016:06:05:10:04",0
"2016:06:05:10:07",0
"2016:06:05:10:10",0
"2016:06:05:10:13",0
"2016:06:05:10:16",0
"2016:06:05:10:19",0
"2016:06:05:10:22",0
"2016:06:05:10:25",0
"2016:06:05:10:28",0
"2016:06:05:10:31",0
"2016:06:05:10:34",0
"2016:06:05:10:37",0
"2016:06:05:10:40",0
"2016:06:05:10:43",0
"2016:06:05:10:46",0
"2016:06:05:10:49",0
"2016:06:05:10:52",0
"2016:06:05:10:55",0
"2016:06:05:10:58",0
"2016:06:05:11:01",0
"2016:06:05:11:04",0
"2016:06:05:11:07",0
"2016:06:05:11:10",0
"2016:06:05:11:13",0
"2016:06:05:11:16",0
"2016:06:05:11:19",0
"2016:06:05:11:22",0
"2016:06:05:11:25",0
"2016:06:05:11:28",0
"2016:06:05:11:31",0
"2016:06:05:11:34",0
"2016:06:05:11:37",0
"2016:06:05:11:40",0
"2016:06:05:11:43",0
"2016:06:05:11:46",0
"2016:06:05:11:49",0
"2016:06:05:11:52",0
"2016:06:05:11:55",0
"2016:06:05:11:58",0
"2016:06:05:12:01",0
"2016:06:05:12:04",0
"2016:06:05:12:07",0
"2016:06:05:12:10",0
"2016:06:05:12:13",0
"2016:06:05:12:16",0
"2016:06:05:12:19",0
"2016:06:05:12:22",0
"2016:06:05:12:25",0
"2016:06:05:12:28",0
"2016:06:05:12:31",0
"2016:06:05:12:34",0
"2016:06:05:12:37",0
"2016:06:05:12:40",0
"2016:06:05:12:43",0
"2016:06:05:12:46",0
"2016:06:05:12:49",0
"2016:06:05:12:52",0
"2016:06:05:12:55",0
"2016:06:05:12:58",0
"2016:06:05:13:01",0
"2016:06:05:13:04",0
"2016:06:05:13:07",0
"2016:06:05:13:10",0
"2016:06:05:13:13",0
"2016:06:05:13:16",0
"2016:06:05:13:19",0
"2016:06:05:13:22",0
"2016:06:05:13:25",0
"2016:06:05:13:28",0
"2016:06:05:13:31",0
"2016:06:05:13:34",0
"2016:06:05:13:37",0
"2016:06:05:13:40",0
"2016:06:05:13:43",0
"2016:06:05:13:46",0
"2016:06:05:13:49",0
"2016:06:05:13:52",0
"2016:06:05:13:55",0
"2016:06:05:13:58",0
"2016:06:05:14:01",0
"2016:06:05:14:04",0
"2016:06:05:14:07",0
"2016:06:05:14:10",0
"2016:06:05:14:13",0
